0,1,2,3,4,5,6,7,8
3.64199162,0.38184525,-0.0200868,0.010705,0.0032187,0.0103474,-0.0149012,0.0056267,0.0
3.56495738,0.4646182,-0.0102878,0.0097036,0.012064,0.0047684,0.0097752,0.0123143,0.0
3.59581113,0.40680765,0.0022531,0.0047207,-0.0073314,-0.0057459,-0.0040293,0.0050545,0.0
3.66972685,0.3615916,-0.015521,-0.0013828,-0.0111222,0.0011802,-0.0179768,0.0151634,0.0
3.60345125,0.4545629,-0.0169754,0.014925,0.0255585,0.0177622,-0.0070572,0.0162363,0.0
3.59841466,0.4446566,0.0032067,-0.0041604,0.0177979,0.005734,-0.0001431,0.0112891,0.0
3.66307974,0.3596127,-0.0072241,-0.0098586,-0.0137329,-0.0165939,-0.0117779,0.0111938,0.0
3.5940659,0.46764015,-0.0148773,0.0193,-0.0065923,0.0005364,-0.0244021,-0.0005841,0.0
3.55865121,0.50151945,-0.0013113,0.0097871,0.0079036,0.0075221,-0.0110269,0.0044584,0.0
3.64335537,0.3376484,-0.0057936,-0.0059128,0.0014663,-0.0011206,-0.0013947,0.0076532,0.0
3.61705899,0.45546295,-0.0130892,0.0124574,0.0083089,-0.0015259,-0.0022888,0.0030041,0.0
3.55398893,0.55445435,-0.0110388,0.0059724,0.0085711,-0.0099421,-0.0032783,0.018537,0.0
3.65245461,0.3742516,-0.0035405,-0.0048041,-0.0151038,-0.0015378,-0.0007987,0.0127077,0.0
3.66014242,0.41449665,-0.0119805,0.0119328,0.0051022,0.0030398,-0.0044942,-0.000608,0.0
3.55848312,0.5412698,-0.0130177,0.0115395,0.0222087,-0.0113368,-0.0108957,0.0119328,0.0
3.61618042,0.39783715,0.0004053,-0.0020146,-0.0165343,-0.0052214,0.0033021,0.0058293,0.0
3.64525914,0.36040545,-0.0028253,-9.54e-05,-0.0101209,0.0043154,-0.0079989,0.0041246,0.0
3.55879068,0.584507,-0.0166297,0.0174403,0.027287,-0.0002623,-0.0223398,0.0135422,0.0
3.59349489,0.46126245,-0.0144124,0.0108957,0.0028968,-0.0028253,-0.0053644,0.0048757,0.0
3.65626335,0.3222704,-0.0029206,0.0002623,-0.0089169,-0.0013471,-0.000453,0.0039101,0.0
3.59710574,0.59218405,-0.0093699,0.0116706,0.0173807,0.0027776,-0.0047326,0.0102043,0.0
3.60128164,0.5248308,-0.0127435,0.0002146,0.0062108,0.0024796,-0.008297,0.0119686,0.0
3.66672993,0.3160119,-0.0119686,-0.0072718,-0.0067234,-0.0048041,0.0011206,0.0009179,0.0
3.59785318,0.503844,-0.0123382,0.009644,0.0145197,-0.0027776,-0.0059843,0.0054479,0.0
3.5571444,0.5435407,-0.0099063,0.0052452,0.0123739,-0.0010371,-0.0184178,0.0186443,0.0
3.64465237,0.3382206,-0.0146389,-0.0061393,-0.0125289,-0.0026345,0.0009894,0.0164747,0.0
3.61501098,0.47736765,-0.0193238,0.007534,0.0038147,-0.006783,-0.0024199,0.0161409,0.0
3.55375409,0.5867064,-0.0059366,0.0139832,0.0184536,-0.0051022,-0.0135899,0.0036955,0.0
3.64523888,0.3718972,-0.011456,0.0032663,-0.0118852,0.0049472,-0.0038624,0.0114799,0.0
3.6587882,0.4046142,-0.0282407,0.0091791,-0.0002503,0.0007272,0.0009179,0.0198126,0.0
3.57594252,0.4886031,-0.0077128,0.0105262,0.0240326,-0.0005841,-0.0050783,0.0049114,0.0
3.61849666,0.38940905,-0.0025272,-0.002265,-0.0006914,-0.0015616,-0.0133038,0.0026345,0.0
3.64446163,0.39436815,-0.0127673,0.0016212,-0.002265,-0.0058532,-0.0102282,0.007844,0.0
3.56178641,0.47085285,-0.0113964,0.0041366,0.0154018,-0.0003695,-0.007093,0.0192761,0.0
3.59020352,0.42033195,-0.0114083,-0.0010729,0.0074267,0.0056267,-0.0066876,0.0078082,0.0
3.6538136,0.36390425,-0.0130534,0.0016451,-0.0015378,-0.0038624,-0.0130534,0.0021696,0.0
3.58251929,0.46594145,-0.0104189,0.005579,0.0180602,-0.0032544,-0.0177503,0.0135899,0.0
3.59688997,0.45693515,-0.0128984,-0.0014782,0.01055,0.0090957,-0.0015616,0.0089884,0.0
3.67984653,0.3531456,-0.0157714,-0.0029445,-0.0208378,-0.0067234,-0.0041604,0.0098705,0.0
3.60388875,0.5036354,-0.0022411,0.0078559,0.0062823,-0.0092506,-0.0142932,0.0053644,0.0
3.56545448,0.54553745,-0.0045538,0.0023365,0.0171304,0.0069857,-0.0077605,0.0076175,0.0
3.64139557,0.3442049,-0.0066161,-0.0024557,-0.0121117,0.0031948,-0.0079274,0.0088811,0.0
3.61103415,0.45990945,-0.0033975,0.0059605,0.0080466,0.0012159,0.0003099,-0.005126,0.0
3.55713844,0.5636096,-0.0091672,0.0098944,0.0169039,0.0011206,-0.0064373,-0.0040054,0.0
3.6303401,0.3600538,-0.009501,0.0026941,-0.0134349,-0.0061631,-0.0157595,0.0053167,0.0
3.64525318,0.3862083,-0.0071049,0.0072598,0.0017643,-0.0024438,-0.0003338,0.0099063,0.0
3.58528495,0.52365065,-0.0062108,0.0124693,0.0205517,0.0004888,-0.0050545,0.0112414,0.0
3.63729715,0.38654805,-0.0138283,-0.0002861,-0.0054359,-0.0002384,-0.0139713,0.0164628,0.0
3.65183234,0.35728215,-0.012207,0.0074744,-0.0116467,-0.0029445,-0.0165343,0.0154257,0.0
3.55916023,0.52174925,-0.0043154,0.0114918,0.0128746,-0.0133395,-0.0110149,0.0026107,0.0
3.58849406,0.4428625,-0.0162244,-0.0026226,0.0082612,-0.0044227,-0.0041008,0.0051379,0.0
3.65461349,0.34585595,-0.0186086,-0.0020504,-0.0070691,0.008297,-0.0190258,0.0211,0.0
3.56986403,0.51977635,-0.0087023,0.0119805,0.0146151,0.0024199,-0.0163913,0.0130177,0.0
3.57312918,0.50777195,-0.0192046,0.007844,0.0095725,-5.96e-05,0.0016928,-0.0010729,0.0
3.67947102,0.3380358,-0.0056863,-0.0064254,-0.0119805,0.0002027,0.0017047,0.0050902,0.0
3.61723185,0.518924,-0.0075579,0.0092149,0.0143766,-0.0004888,-0.0077367,-0.0017047,0.0
3.56627226,0.55139065,-0.031364,0.0082731,0.0173926,-0.0026464,-0.0100493,0.0010848,0.0
3.64472508,0.32631755,-0.0111222,0.0019193,-0.0078321,-0.003016,-0.0063181,0.0155449,0.0
3.61062407,0.4341483,-0.01297,0.0123143,-0.001502,-0.0026941,-0.0042319,0.0079274,0.0
3.54874849,0.50913095,-0.0154853,0.00211,0.0077605,-0.006783,-0.010407,0.0113249,0.0
3.62991452,0.3604889,-0.0032306,0.0014305,0.0030279,-0.0016689,-0.0148416,0.0084877,0.0
3.63567591,0.40531755,-0.0133038,0.0058293,0.0103116,-0.0047207,-0.0071645,0.0014782,0.0
3.56838226,0.49716235,-0.0101089,0.0098705,0.0121951,-0.0082016,-0.0064611,0.0145912,0.0
3.63898635,0.40741565,0.0051737,0.0085711,-0.007081,-0.0064731,-0.0008106,0.0124574,0.0
3.66008162,0.38957,0.0010252,0.0055194,-0.0020742,-0.0033975,0.0018477,0.005734,0.0
3.56002331,0.4488051,-0.0244617,0.0068903,0.0218511,0.0020504,-0.0154853,0.0047445,0.0
3.5893023,0.40571095,-0.0132442,-0.0008345,-2.38e-05,-0.0058293,-0.0177145,0.0060797,0.0
3.65045786,0.3851235,0.0028729,0.0098825,-0.0167131,-0.0027537,-0.0097394,0.0094652,0.0
3.5732758,0.42954685,-0.0140429,0.0108361,0.0200748,0.001967,-0.0036955,0.0102401,0.0
3.57405901,0.41922925,-0.0081778,0.0061154,0.0193119,0.0055552,-0.009501,0.0049114,0.0
3.66365552,0.4045844,-0.0109792,0.0076532,-0.0057936,-0.0001192,-0.013411,0.0023603,0.0
3.62041831,0.4177034,-0.0180006,0.0068307,0.0050902,-0.0070095,0.001049,0.0098944,0.0
3.5808897,0.40831565,-0.003171,0.0073552,0.0109673,0.004518,0.0008464,0.00844,0.0
3.6496532,0.4091084,-0.0084758,-0.0024796,-0.0065207,-0.0021696,-0.0083923,0.012517,0.0
3.61446142,0.41024685,-0.0128269,0.000608,0.0034332,-0.0074983,-0.0142813,0.0075579,0.0
3.54833603,0.40497185,-0.0081658,0.0012875,0.0260711,-0.0060678,-0.010407,-0.0011563,0.0
3.62898946,0.4086077,0.0008345,0.0027418,0.001061,-0.003612,-0.0086069,0.0023484,0.0
3.63228679,0.4166305,-0.0019431,0.009799,-0.0074863,0.0034928,-0.0061631,0.0061393,0.0
3.55575562,0.41738155,-0.0166178,0.0017285,0.0098705,0.0019073,-0.0048757,0.0114679,0.0
3.63378525,0.41214825,-0.0035644,-0.0021935,-0.0052691,-0.0009298,-0.0163674,0.0082135,0.0
3.66889715,0.4177809,-0.0021458,0.0103951,-0.0061631,0.0029206,-0.0074625,0.0091076,0.0
3.57326627,0.42874215,-0.0118971,0.0154734,0.0186324,0.0067592,-0.0022411,0.0055671,0.0
3.59291553,0.4191458,-0.0099182,0.0072956,0.0073314,-0.0016093,-0.0059366,0.0084877,0.0
3.64595175,0.4130721,-0.0062227,0.006187,-0.0045538,-0.0038862,-0.0106812,0.014472,0.0
3.57574344,0.4516959,-0.0085711,0.0094771,0.0147343,-0.0068545,-0.0101328,0.0052929,0.0
3.57345819,0.43998955,-0.0078082,0.0105262,0.0080347,-0.0118613,0.0022054,0.0025392,0.0
3.65129828,0.40560365,-0.0026941,0.0004292,-0.0073195,-0.002861,-0.0113964,0.0094533,0.0
3.60837936,0.4340112,-0.0156403,-0.0005603,0.0104785,0.0098825,-0.0129104,0.0113487,0.0
3.59551072,0.43269395,-0.0149369,0.0079989,0.01297,0.0077724,0.0001907,0.0020027,0.0
3.66995573,0.41431785,-0.0091314,0.011301,-0.0047922,-0.0074029,-0.0056386,0.0080824,0.0
3.61617565,0.42200685,-0.0094295,0.007391,0.0179529,-0.0022173,-0.0099778,0.0161052,0.0
3.55224609,0.4258454,-0.0094295,0.0038624,0.0177383,0.0069857,-0.0156522,0.0042319,0.0
3.6287117,0.4172921,-0.0111818,0.0097513,-0.0155449,0.0049114,-0.0146031,0.0047922,0.0
3.63012314,0.4184067,-0.0058532,0.0023246,0.0028253,-0.0003815,-0.0118852,0.009656,0.0
3.54378819,0.4393399,-0.0099421,-0.0009179,0.0196338,-0.011456,-0.0118136,-0.0022769,0.0
3.61263633,0.417161,-0.0086427,0.0003219,-0.0028849,-0.0075221,-0.0104308,0.0067711,0.0
3.67123842,0.41954515,-0.0101447,0.0062466,-0.009644,0.003314,-0.0143886,0.0159144,0.0
3.58486056,0.4643619,-0.0219584,0.0036716,0.0143409,-0.0018477,-0.0092745,-0.0036955,0.0
3.59943748,0.43874385,-0.0101566,-0.0074387,0.0032067,-0.0071287,-0.0127792,-0.0089407,0.0
3.65448833,0.419122,-0.0007749,0.0062823,-0.0203848,-0.004077,-0.0110269,0.0094891,0.0
3.57257843,0.43941735,-0.0152349,0.0052333,0.012064,-0.0059485,-0.0016212,0.0183105,0.0
3.56984496,0.4276395,-0.0197172,-0.0007391,0.0156999,-0.0096917,-0.013411,-0.001359,0.0
3.655864,0.4132092,-0.0043154,-0.0014424,-0.0086784,-0.0056028,-0.011611,0.0015974,0.0
3.59567285,0.436604,-0.0011563,0.0059843,0.0097156,-0.000596,-0.0015855,0.0243664,0.0
3.57696176,0.439471,-0.0102758,0.0084162,0.0114083,0.0082254,-0.0036716,0.0180364,0.0
3.6747086,0.4093766,-0.0064254,-0.0085354,-0.009048,0.0051856,-0.0136375,0.0091791,0.0
3.62817287,0.42116045,-0.011611,0.0087619,0.0123739,-0.0102639,-0.0162721,0.0111818,0.0
3.55515838,0.4296124,-0.0139356,0.0107884,0.0241756,-0.0051618,-0.0045538,0.011003,0.0
3.6290431,0.3916204,-0.0056386,-0.0066519,-0.0089645,-0.0018835,-0.0068903,0.004375,0.0
3.62883449,0.38956405,-0.0042915,0.0082612,-0.0060797,-0.0015616,-0.0074744,0.0034332,0.0
3.54952574,0.39958955,-0.0051737,0.0092387,0.0155568,0.003469,-0.0079632,0.0093222,0.0
3.61062765,0.38047435,-0.0120282,-0.0037909,-0.0015855,0.0015378,-0.0140548,0.0092387,0.0
3.65644932,0.3913522,-0.0074387,0.0033021,-0.0030637,0.0048637,-0.0034332,0.0069261,0.0
3.58536124,0.3981054,-0.0085473,0.0086308,0.0188351,0.0034928,-0.0033617,0.0104189,0.0
3.61293316,0.39879085,-0.0094056,0.003469,0.0095844,0.0014901,-0.0086784,0.0083804,0.0
3.65908384,0.4180491,-0.0117779,0.0018597,-0.0030756,-0.0034928,-0.0050783,-0.0001311,0.0
3.57384443,0.43186545,-0.022471,0.0050187,0.0107169,-0.0100732,-0.0075221,0.0070691,0.0
3.57127786,0.42562485,-0.006485,0.0108361,0.0038028,0.0028968,-0.003159,0.0117183,0.0
3.65055084,0.4134238,-0.0095367,0.0050306,-0.0116944,0.0108719,-0.0063062,0.0034332,0.0
3.59174848,0.44344665,-0.0203848,0.0044227,0.0156403,0.0086427,-0.0114322,0.0041604,0.0
3.56496215,0.43088795,-0.0105143,0.0102043,0.0153661,-0.0032187,-0.0073075,0.0128627,0.0
3.66430044,0.3863871,-0.0079393,0.0054955,-0.0230432,-0.004971,-0.0133753,0.013113,0.0
3.63925457,0.40504335,-0.0189185,0.0088692,-0.0026464,0.0071883,-0.0124812,0.0080347,0.0
3.56583834,0.40869715,-0.0173807,0.0069499,0.0278354,-0.0045896,-0.0055909,0.0033617,0.0
3.62972021,0.39004085,-0.001657,0.0008821,-0.0023723,-0.0065327,-0.0055671,0.0054955,0.0
3.62957716,0.38909315,-0.0118613,0.0060081,-0.0102997,0.003624,-0.0092149,0.0126362,0.0
3.55122209,0.3866732,-0.0093818,0.0050664,0.01508,0.0061035,-0.0061989,0.0152826,0.0
3.61106515,0.38158895,-0.005734,0.0033855,-0.0019431,0.0047803,-0.011611,0.0177026,0.0
3.6414206,0.399667,-0.0105262,0.0075936,-0.0050783,0.0017762,-0.0163674,0.0036836,0.0
3.5786593,0.42102335,0.0031471,0.0043631,0.0186205,0.0016332,0.0023007,-0.0001311,0.0
3.62966299,0.4098892,-0.0047207,0.0026464,0.0030875,-0.0047088,0.0025392,0.011313,0.0
3.66864562,0.40848255,-0.0191212,0.003767,-0.0087261,-0.0007272,-0.0089288,0.0058055,0.0
3.57966304,0.4328072,-0.0156164,0.0028372,0.0118017,0.010097,-0.0079513,0.0093579,0.0
3.57336402,0.428921,-0.008285,0.0078321,0.0087023,-0.0013828,-0.0084996,0.0157118,0.0
3.6490643,0.3982961,-0.0044703,0.0048041,-0.0106812,-0.0131726,-0.0073075,0.0033975,0.0
3.58791113,0.44925215,-0.0079155,0.0078559,0.0038147,5.96e-05,-0.0078321,0.0052929,0.0
3.55002165,0.4582286,-0.0136733,0.0062823,0.012815,0.0083447,-0.0195503,0.0187039,0.0
3.65289807,0.37592055,-0.004828,-0.0037074,-0.0047684,-5.96e-05,-0.0103354,0.0121474,0.0
3.63874197,0.4168153,-0.0066996,0.0080466,0.0091076,-9.54e-05,0.0030756,0.0084639,0.0
3.57560396,0.4473984,-0.0192046,0.0059485,0.0238061,0.0025511,-0.0178218,0.0038981,0.0
3.64089608,0.3733933,-0.0076175,0.0038505,-0.0058055,0.0011325,-0.0179529,0.0043035,0.0
3.63190293,0.39031505,-0.0037551,0.0085711,-0.0081539,0.0056148,-0.000608,0.0157237,0.0
3.54780078,0.43563845,-0.0066996,0.0016809,0.0183702,0.0029802,0.0022173,0.0061631,0.0
3.60862851,0.3873527,-0.0084639,0.0051022,0.0072837,0.0023603,-0.0007987,0.0083089,0.0
3.64361167,0.3884375,-0.0161052,0.006032,-0.0009537,0.004375,-0.0113487,0.0103474,0.0
3.56085181,0.45062305,-0.0074625,0.0036001,0.0117302,0.0027895,-0.0129104,-0.0037909,0.0
3.60830188,0.44687985,-0.0035644,0.0041842,0.0032663,0.0028372,-0.0150681,0.006628,0.0
3.67928028,0.4312992,-0.0086904,0.0016212,-0.0009418,-0.007391,-0.0115633,0.0169635,0.0
3.59143138,0.47860145,-0.0060201,0.0039935,0.0169873,-0.0101924,-0.008595,0.0133753,0.0
3.57557535,0.45899155,-0.0006318,0.0156641,0.0115991,-0.0036955,-0.017345,0.0071287,0.0
3.65228772,0.40067435,-0.002861,0.0148058,-0.0097752,0.0009418,-0.0025988,0.0038624,0.0
3.59143376,0.45871735,-0.0167847,0.0053644,0.0028491,0.004971,-0.0047445,0.0080109,0.0
3.5558331,0.4635751,-0.0113845,0.0074029,0.0065088,0.0086308,-0.025177,0.0026584,0.0
3.64764452,0.3944695,-0.0071287,0.0056624,-0.0115871,0.0012159,-0.0125647,0.0025153,0.0
3.62223268,0.418514,-0.0162482,0.0021815,0.0125527,-0.0112295,-0.0052691,0.0123024,0.0
3.57677341,0.4331231,-0.0059724,0.0092864,0.0237942,0.0045419,-0.0110626,0.0125766,0.0
3.65501642,0.38747785,-0.0044823,0.0005364,-0.0161052,0.0070572,-0.014174,0.0118017,0.0
3.6365664,0.39668085,-0.0133395,-0.0088215,-0.0067711,-0.005734,-0.0077724,0.0083208,0.0
3.55355859,0.4147649,-0.0155807,0.0049829,0.0276804,-0.0021577,-0.0011683,0.0083089,0.0
3.60819221,0.41267275,-0.0106454,0.001049,0.0011444,-0.0031114,-0.0155807,0.0123501,0.0
3.641572,0.4080236,-0.0076056,-0.0005007,-0.0049233,0.0035882,-0.0083566,0.0015855,0.0
3.56208324,0.42010545,-0.0066042,0.0144958,0.0252962,-0.0046253,-0.0113964,0.0028491,0.0
3.59390497,0.4227519,0.0021935,0.0082016,0.001812,-0.0106096,-0.0183821,0.0079155,0.0
3.67305756,0.39862395,-0.0108004,-0.0040054,-0.00875,0.0033855,0.0072479,0.0033498,0.0
3.60272169,0.481385,-0.0152826,0.0048995,0.0192046,-0.0055671,-0.0039697,0.0044584,0.0
3.5855031,0.4770398,-0.0017166,0.0029206,0.0060678,-0.0063539,-0.0140309,-0.0025749,0.0
3.6561656,0.3901303,-0.0090122,-0.0108123,-0.0098586,0.001955,-0.0032783,0.001514,0.0
3.59046936,0.4775703,-0.0135899,0.0054836,0.0027537,0.0034571,-0.0130534,0.0154614,0.0
3.56018424,0.49127935,-0.0113726,0.0154734,0.0150681,0.0006795,-0.014925,0.0158548,0.0
3.64312768,0.373435,-0.0102639,0.004518,0.000906,-0.0063658,-0.0031471,0.0082731,0.0
3.61117721,0.4337609,-0.0125647,0.0002503,0.00422,0.0044942,-0.0010848,0.0001669,0.0
3.57967019,0.49183965,-0.0119209,0.0064254,0.0243306,0.0036478,-0.0088096,-0.002718,0.0
3.66100073,0.3734231,-0.009191,0.0091672,-0.0037193,-0.0107169,-0.0046253,0.0091553,0.0
3.65038037,0.4162073,-0.0149965,0.0036478,-0.0056982,-0.0066876,-0.0012398,0.0172734,0.0
3.56221557,0.47867895,-0.0042439,0.0117421,0.0189543,0.0043035,-0.0071883,-0.0002146,0.0
3.61070871,0.39913655,-0.0048041,0.0076294,0.0012159,0.0016689,-0.0053048,-0.0032902,0.0
3.64400506,0.39648415,-0.0106812,0.0007749,-0.0069022,-0.0049353,-0.0003695,0.008595,0.0
3.54992986,0.4312694,-0.0102639,0.0034571,0.0134706,-0.0033736,-0.0018001,0.0071526,0.0
3.58968019,0.4217744,-0.0207663,-0.0040412,0.0062108,-0.0112057,-0.0052333,0.0107288,0.0
3.66290927,0.40357115,-0.0101686,0.0052929,-0.0079989,-0.010848,-0.0071168,0.0078559,0.0
3.59619498,0.5047381,-0.0094295,0.0094891,0.0142097,0.0038266,-0.0106692,-0.0025988,0.0
3.60215187,0.49118995,-0.0103116,0.0084162,0.0125647,0.005877,-0.0056267,0.0083804,0.0
3.664217,0.37356615,-0.007844,0.0112653,-0.0083804,0.0033736,-0.0003219,0.0165582,0.0
3.59556556,0.48455,-0.0240922,0.011611,0.0071049,0.0038981,-0.0069737,0.0009179,0.0
3.55980635,0.4962921,-0.0209212,0.0089288,0.013268,-0.002718,-0.0100017,-0.0052094,0.0
3.64514828,0.3657818,-0.0016212,-0.0078321,-0.0043869,-0.0071168,-0.0072479,0.0105619,0.0
3.61678958,0.46072005,-0.0012755,0.0032306,-0.0065923,0.0031352,-0.0007987,0.0152588,0.0
3.55651855,0.52636265,-0.0176549,0.0132322,0.0005841,0.0105739,-0.0089288,0.0067234,0.0
3.64714146,0.39535165,-0.0100732,-0.0012159,-0.0083089,0.0074863,-0.0145912,0.0054359,0.0
3.6625886,0.4202366,-0.0043631,0.001502,0.0043035,-0.0014186,-0.0003576,0.0041485,0.0
3.57018113,0.50049425,-0.0133872,0.0051618,0.0278711,-0.0091672,-0.00453,0.0041962,0.0
3.61536145,0.4302144,-0.0052452,0.0017762,-0.0023484,-0.0029325,-0.0062585,0.0097156,0.0
3.64742994,0.42505265,-0.0044942,0.003171,-0.0059724,0.0072002,-0.0053167,0.009799,0.0
3.55530143,0.50130485,-0.0130653,0.0038266,0.0200987,0.0102282,-0.0044346,0.0071883,0.0
3.59217763,0.46266315,-0.0036955,-0.0023961,-7.15e-05,0.0011444,0.001955,0.0063777,0.0
3.65682483,0.422889,3.58e-05,-0.0014305,-0.0125885,-0.0020623,-0.0123739,0.0100851,0.0
3.58160496,0.50753355,-0.0122428,0.0046849,0.0089288,-0.0004053,-0.0142217,0.0112534,0.0
3.60045314,0.48019885,-0.0111818,0.0013947,0.011301,-0.0025034,-0.0009894,0.004828,0.0
3.67935419,0.40878055,-0.0148416,0.0082374,-0.0048995,0.0097275,-0.0032663,0.0095487,0.0
3.60364318,0.4763067,-0.0159502,0.0067592,0.0227332,0.0094533,-0.0126362,0.0160336,0.0
3.56262326,0.48190355,-0.010407,-0.0036001,0.0234962,-0.0017047,-0.0062585,0.0098109,0.0
3.64315987,0.4178047,-0.0079274,0.0036955,-0.0143528,-0.0042319,-0.0018835,0.0039339,0.0
3.61434579,0.4595518,-0.0039339,0.0069022,0.0008702,-0.0020981,-0.0095367,0.0091553,0.0
3.5548389,0.4845619,-0.0156045,0.0016809,0.0127673,-0.0030994,-0.0120401,0.013566,0.0
3.63397717,0.4276395,-0.0114679,-0.0005722,0.0029683,-0.0094414,-0.0095725,0.0129461,0.0
3.65221143,0.43521525,-0.0087857,0.0092149,0.0078321,0.0014901,0.0038862,0.0035763,0.0
3.58200312,0.4585147,-0.0202179,0.0090718,0.0101209,0.0068307,0.0021458,-0.0022054,0.0
3.62793684,0.4311919,-0.007987,0.0057936,-0.006938,-0.0095367,-0.0106215,0.0120163,0.0
3.64761829,0.4362285,-0.0051022,0.0137925,-0.0037789,-0.009501,-0.0022769,0.011766,0.0
3.5594964,0.46670435,-0.0126123,0.0030041,0.0242829,0.0011206,0.0007629,0.0046611,0.0
3.59345675,0.4485667,-0.0047326,-0.0046253,0.0044227,0.0048995,-0.0144362,0.0064731,0.0
3.64842892,0.4352629,-0.0093222,0.0006318,-0.0183344,0.003922,-0.0141263,0.0063181,0.0
3.58219504,0.47262905,-0.0135779,0.0088453,0.0098467,-0.000453,-0.0004172,0.0130415,0.0
3.59691858,0.46287775,-0.0072002,0.0080109,0.0158668,-0.000906,-0.0039339,0.0156999,0.0
3.6783433,0.438118,-0.0098705,-0.0015259,-0.0086308,-0.001502,-0.0049472,0.0084162,0.0
3.61715913,0.4851818,-0.0004411,0.0018239,-0.0014186,-3.58e-05,-0.0039816,0.0158072,0.0
3.56647968,0.48103335,-0.0021458,-0.0004411,0.0142932,-0.0046015,-0.012362,0.0100732,0.0
3.64649057,0.4329145,-0.0135303,-0.000155,-0.0020027,-0.0002384,-0.0157952,-0.001049,0.0
3.60557914,0.4445076,-0.0103116,0.0102758,-0.0002623,0.0042319,-0.0111222,0.0116825,0.0
3.54550123,0.4570186,-0.0099421,0.0101805,0.0164866,-0.0034928,-0.0025749,0.0049472,0.0
3.63380909,0.4371226,-0.0099301,-0.0047207,-0.0004649,-0.0018358,-0.0067592,-0.0001192,0.0
3.63562226,0.45654775,-0.0164747,-0.0032425,-0.0034928,0.0007272,-0.006938,0.0080824,0.0
3.57747674,0.49114225,-0.0071049,0.0137448,0.0094056,0.0082493,-0.0027537,0.013411,0.0
3.63909245,0.45166015,0.0001311,0.0015497,0.0010848,0.0028968,-0.0048399,0.0079155,0.0
3.65670562,0.44109225,-0.0135779,0.0041008,-0.0001907,-0.0046134,-0.0051618,0.0058651,0.0
3.5618329,0.4969001,-0.0081897,0.0194311,0.0180125,-0.0014186,-0.0067592,0.0167966,0.0
3.58888268,0.46289565,-0.0059247,-0.0018239,0.0062585,-8.34e-05,-0.0040412,0.0118375,0.0
3.65420938,0.43176415,-0.0065327,-0.0028253,-0.0100613,0.0017881,0.0002742,0.0100255,0.0
3.57396603,0.54053665,-0.0084639,0.0133991,0.0184655,-0.0051737,-0.0059366,0.0061035,0.0
3.57507348,0.51354765,-0.0199676,-0.0044823,0.0106454,-4.77e-05,-0.0072718,0.0057936,0.0
3.67000103,0.4127562,-0.0086784,-0.0068069,-0.0150919,-0.0001311,0.0018835,0.0134349,0.0
3.62243891,0.50887465,-0.0125408,0.0150561,0.0087857,-0.0048161,-0.0067234,0.0078321,0.0
3.58129382,0.5227387,-0.0230312,0.0116229,0.0148058,0.0047565,-0.0110388,-0.0009298,0.0
3.64969254,0.41404365,-0.0046968,-0.0044942,-0.009954,-0.0020385,-0.007689,-0.0006437,0.0
