att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,class
0.652304,1.110597,0.742372,0.855989,0.803016,0.95318,0.978674,0.771909,1.258631,0.885674,1
-0.08675,0.105502,0.034468,-0.053977,0.005417,0.042175,-0.114835,-0.114326,0.044706,0.05776,3
0.998341,0.998794,0.995969,1.004007,0.995254,1.004708,0.998367,1.003345,0.996845,1.000096,2
1.637303,0.56048,-0.214397,0.916902,0.407053,-0.429799,-0.419869,0.15452,-0.080611,-0.804356,1
1.045868,0.997682,1.020265,0.965534,0.960941,1.058489,0.96958,1.055231,1.052608,0.967686,3
0.035472,0.172451,-0.095128,-0.031387,0.150166,0.006796,-0.02184,0.013925,0.142279,0.077907,0
1.083045,1.151443,1.158388,1.117022,1.133329,1.075412,1.090732,0.884506,0.959418,1.148408,0
0.162156,0.070115,-0.075862,0.156862,-0.010117,0.147034,0.029123,-0.137593,-0.049835,-0.065639,0
0.519324,1.145223,0.890891,0.940415,1.020224,0.959838,0.983033,1.083825,0.868596,0.886613,1
-0.094677,-0.30176,-0.080225,-0.236696,-0.314184,0.334243,-0.178058,-0.214291,0.363141,-0.330169,1
0.993153,0.992577,0.994668,1.00528,1.002057,0.993315,1.006516,1.003007,0.993572,0.041319,2
-0.004296,0.004519,-0.00755,0.002962,-0.007808,-0.009892,0.001705,-0.008338,-0.002687,-0.002438,2
0.888135,1.029828,0.843989,1.005065,1.089121,1.074065,1.175496,1.103313,0.835432,1.07504,3
-0.785962,0.050542,-0.530984,-0.04343,0.651471,-0.097372,0.735576,0.715812,0.71619,0.868962,0
1.062857,0.556276,1.40405,0.57829,1.343962,1.422404,0.574741,0.936697,1.534805,0.501709,1
-0.002336,0.010318,-0.036209,0.02867,-0.03505,-0.022125,0.028108,-0.037677,-0.002459,0.004138,1
1.237327,1.201351,0.753287,1.123106,0.841843,0.995744,0.919379,0.84267,0.954564,1.111914,2
0.129164,-0.083142,0.011383,-0.21715,0.157276,-0.156833,0.192244,0.001457,0.064941,-0.085835,1
1.006089,0.838352,1.176441,0.934577,1.160936,1.013391,0.827207,1.063752,1.013123,0.919722,2
0.015387,-0.139015,0.094322,0.041471,0.049229,0.059469,0.014181,-0.136475,-0.028467,0.137914,0
0.054212,1.350037,1.384781,1.057276,0.826907,1.263612,0.812702,0.999501,0.586022,0.831256,1
0.005811,0.010273,0.003066,0.011452,0.011572,0.010396,-0.005462,-0.001271,0.010506,-0.008594,0
1.098074,0.923319,0.847,0.812882,1.069915,0.948943,1.219828,0.800937,1.190036,1.124189,1
-0.229242,-0.127347,0.206485,0.181662,0.157821,-0.148922,0.002827,-0.199489,0.043779,-0.007443,3
0.794485,1.107498,0.854443,0.958889,1.015603,1.271482,1.121389,0.883267,0.725448,1.108867,3
-0.056649,0.003204,-0.077927,0.099317,0.037292,0.062913,0.077532,0.03961,-0.065326,-0.093402,3
0.93683,1.114408,1.048497,1.039169,0.966406,1.132024,0.883236,0.983315,0.877136,1.089099,3
0.36519,-0.470787,-0.16021,0.475079,0.016644,-0.419195,0.310606,-0.113946,-0.221114,0.299321,2
0.994704,0.99383,1.015615,0.998503,0.988994,1.017773,0.993657,0.992238,1.010324,1.01228,3
0.016778,-0.007889,-0.054826,-0.040187,0.001425,-0.087264,-0.085927,0.026459,-0.08067,-0.081376,1
1.009699,1.004016,1.007625,0.989095,1.002235,0.988074,0.986461,1.007803,1.005876,1.016959,0
-0.306147,-0.308756,0.285307,-0.018958,0.073169,-0.214316,-0.0403,-0.269043,-0.201848,-0.338913,2
1.000915,0.976331,1.004616,1.047424,1.014655,1.02055,1.044108,1.003123,1.037061,1.044483,3
-0.002884,-0.006109,0.00732,0.006227,0.00685,0.004124,0.001983,-0.004437,-0.005705,0.004296,2
1.037216,1.012498,1.068731,0.974807,0.970881,0.933019,0.966173,0.982646,0.950334,0.469364,2
0.015325,0.021495,-0.026379,0.037481,-0.036298,0.045178,-0.035992,-0.038138,0.015615,-0.038751,2
0.812844,1.178565,0.507519,1.27507,0.767486,0.772731,0.798645,1.280398,1.161379,0.941979,3
0.005758,-0.021721,-0.021487,0.004055,-0.015132,-0.018633,0.009057,-0.017462,0.004302,-0.011407,2
1.31907,0.798644,0.862227,1.269546,0.775086,0.932779,0.681913,0.693401,0.730495,0.913276,2
-0.047818,0.090557,0.189374,-0.220083,0.020131,0.217194,1.105384,0.173713,-0.029068,-0.196761,0
0.830548,1.225111,0.685923,0.773046,1.079087,1.261162,0.826693,0.673985,1.222075,0.791517,3
0.006752,0.001786,0.007215,0.006271,0.002994,-0.007192,0.003583,0.000447,-0.004165,-0.006182,2
0.604091,0.655382,1.26041,0.560784,1.600714,0.598522,0.751077,0.680244,1.160752,0.962749,3
0.209947,0.365228,0.329272,0.260096,0.014432,0.382155,0.161155,-0.131166,-0.205929,-0.044206,1
0.222919,1.103223,1.186333,1.130293,0.80175,1.005221,1.185459,0.830163,0.932037,1.170815,1
-0.078855,-0.129542,-0.065197,0.086373,-0.058539,-0.021038,-0.080269,-0.053994,-0.083139,0.106629,2
0.858051,1.033253,0.922647,0.875283,1.114184,1.11576,1.14342,1.18407,1.03568,0.824885,2
0.237717,0.132404,-0.017672,-0.498818,0.307522,-0.516065,-0.230678,0.104646,0.066776,0.366603,1
-0.077382,0.793464,0.961102,0.861809,0.897771,1.217391,0.871164,1.147307,0.822654,1.093976,1
0.242051,0.319534,0.387446,-0.001696,-0.14284,0.239671,-0.205317,0.249218,0.092825,-0.108,1
0.963521,1.255014,1.298953,0.724056,1.030094,0.560357,1.162093,0.858485,1.41281,0.443866,1
0.035251,-0.052821,-0.012134,-0.019564,0.05966,0.051155,0.043254,0.011005,0.022076,-0.056406,0
1.064584,0.939951,0.898133,0.855552,1.029236,1.089538,1.171501,0.931182,1.129214,1.001397,0
0.221036,-0.299106,-0.310171,-0.117196,0.206082,-0.029495,-0.118455,-0.23376,0.014966,-0.209146,1
1.050979,0.931959,0.978684,1.06577,0.955529,1.056866,1.038298,0.975533,0.997444,1.013699,2
0.211473,0.260414,-0.18498,0.296613,0.300358,-0.026839,0.143877,-0.235526,-0.305022,-0.021741,1
0.981169,1.019226,0.991263,0.983462,1.015457,1.01116,1.002894,0.991936,1.01959,1.02151,2
0.226521,-0.416233,0.092592,-0.552695,0.379146,0.387913,-0.524856,0.464393,-0.087514,0.406071,2
1.020767,1.104014,1.12839,1.043593,1.105777,1.072387,1.012119,0.995577,0.894925,1.082243,2
0.004324,-0.000199,0.002138,-0.000765,-0.0006,-0.004708,-0.004264,-0.004049,0.003906,0.003523,2
1.389695,0.667334,1.365399,1.276213,1.094339,0.625908,1.289933,1.294972,1.408971,0.751557,1
-0.055966,0.026153,0.009056,-0.029232,0.05885,-0.019871,-0.047683,0.060637,-0.061427,-0.009019,3
1.023413,0.976009,0.94871,0.950488,1.022386,1.046169,0.958801,1.055413,0.986955,0.963591,2
0.041354,-0.001171,0.066129,0.008144,-0.047985,-0.021758,-0.047424,-0.012794,0.069431,0.039113,2
1.174661,1.228999,0.777273,0.777625,0.965763,0.789111,0.863392,1.15023,1.025805,0.971477,0
0.185756,-0.036923,-0.28099,-0.298212,-0.017403,-0.304353,-0.139124,-0.035454,0.072304,-0.253472,0
0.969358,0.964598,1.020545,1.037783,1.026028,1.007926,0.973705,0.987672,0.999419,1.002175,1
0.098089,-0.150289,-0.159158,0.000358,0.13995,-0.092539,-0.113459,0.077725,0.053337,-0.012583,3
0.993147,0.969483,0.979741,0.986885,0.938717,0.986841,0.937352,1.002888,0.974737,1.008638,0
0.015305,-0.009828,0.006469,0.03085,0.046921,-0.043435,-0.084869,0.024973,-0.063042,0.012834,3
0.991269,1.015417,0.98604,1.01425,1.006313,1.017276,1.001489,0.981275,1.008843,0.982382,2
0.005404,0.046994,0.059339,0.033264,0.060104,-0.060937,-0.0222,-0.033836,-0.034781,0.014792,3
1.015267,1.007008,1.010243,0.996696,1.003312,0.995909,0.998872,1.017238,0.986305,0.987863,2
0.062031,-0.018545,0.164256,0.09827,0.08368,-0.143111,-0.124559,-0.140982,0.013296,0.012034,2
0.876913,1.141467,0.919441,0.787081,0.916538,1.166391,0.917297,0.827197,1.114004,1.203926,3
-0.024117,-0.005356,0.031268,-0.006905,-0.022071,-0.005397,-0.013949,-0.010674,-0.017641,-0.014939,1
1.146637,1.097252,1.018401,0.835781,1.057614,1.150845,1.164682,0.873044,1.160454,0.857446,0
0.003373,0.007793,-0.001636,-0.000722,0.004118,-0.004589,-0.009446,-0.010701,0.007709,-0.005692,2
1.000034,0.999961,0.999976,0.999941,0.999996,0.999954,0.999965,0.999942,0.999996,0.999987,3
0.178616,-0.39023,-0.228731,0.38749,0.193901,0.189338,0.093699,0.303725,-0.21,0.31813,1
1.502992,0.570578,0.49611,0.542781,1.529237,0.475178,0.587923,0.636258,1.01768,1.072042,3
0.015819,-0.003744,-0.013419,0.006382,-0.015212,0.002884,0.015271,0.009986,-0.002406,0.011207,2
0.990936,1.016637,0.980222,1.006106,0.992474,1.013277,1.000447,1.006215,1.005695,1.016468,1
-0.000619,-0.108623,0.050315,-0.05876,0.091198,-0.085926,-0.061462,0.115073,-0.120569,0.118016,2
1.221798,1.270303,1.147872,0.709558,0.934265,0.8894,-0.107124,1.238333,0.777178,0.729877,0
0.009144,0.04021,0.020029,-0.001313,-0.006789,-0.013292,-0.031132,-0.038796,0.042461,0.032634,2
0.440438,0.995558,1.046669,1.099023,0.935076,0.976405,1.039036,1.03498,0.879338,0.949233,1
-0.051977,0.016712,-0.052758,0.027587,-0.060713,-0.095736,-0.013892,-0.01932,-0.037935,-0.01506,0
1.135274,0.624333,1.235461,1.399617,1.153597,1.701451,0.576706,1.017808,0.386977,0.484119,3
-0.180296,0.254608,0.158852,0.11984,-0.120934,0.416893,0.173591,0.168201,0.248878,-0.036638,2
0.988071,1.133059,0.833422,1.035048,0.883279,1.115606,1.166606,1.009923,1.171075,0.941758,1
0.012341,-0.021605,-0.006224,0.016667,-0.004049,0.016092,-0.019249,0.004267,0.018191,0.005218,0
0.964212,1.119782,0.977123,0.896432,0.993068,0.949379,0.88401,0.943088,1.059133,1.066126,0
-0.155779,0.014093,-0.158061,0.008961,-0.188165,-0.143788,-0.022406,0.146382,0.203562,0.12808,1
0.869102,0.848939,1.373875,0.582126,1.169761,1.226367,1.206143,0.553663,1.222005,1.32745,2
0.002741,0.013688,0.002544,0.013016,-0.027795,-0.035132,-0.01132,0.025169,0.014075,0.00758,0
0.946142,0.949441,0.982593,0.936418,0.947133,1.038816,0.981512,1.049582,0.97006,1.029839,2
-0.01303,0.010322,0.014919,-0.031935,0.025467,0.033486,-0.036656,0.043041,-0.026146,-0.009897,2
0.903025,1.057079,0.91936,0.994863,0.922222,0.914227,0.945739,0.923561,0.927598,1.045781,0
0.004024,0.099107,-0.019742,-0.09987,0.064724,-0.027639,-0.087332,0.083732,-0.071273,-0.006113,1
1.091124,0.906773,0.966051,0.86244,0.849753,0.908642,1.060683,1.149971,1.14814,0.874492,2
-0.211541,0.121349,-0.249091,-0.218453,-0.09082,-0.034752,-0.094557,0.045724,-0.244157,0.27593,2
1.3619,1.234342,0.693474,0.898614,1.436993,1.482385,1.216923,0.860664,1.220802,0.768052,2
-0.005793,-0.015541,0.014937,0.015109,0.016558,-0.011812,-0.004654,0.018667,0.009,-0.008663,2
1.007633,0.994972,1.010814,1.003387,0.992621,1.006269,0.999791,0.995977,0.99304,0.994341,1
0.046904,-0.028821,-0.035261,-0.012077,-0.10422,-0.022991,0.084395,0.028456,0.105273,-0.095057,1
0.925742,1.192828,1.072827,0.759648,0.873521,1.108981,0.850368,1.211158,1.083164,0.815322,1
0.174197,0.339929,-0.364697,0.069487,0.080373,-0.331631,-0.255854,0.366055,-0.37765,-0.074065,1
0.912203,0.974385,0.986902,1.00273,1.023617,0.917858,0.906868,1.008617,0.936839,0.944124,0
0.152993,-0.392038,0.354567,-0.142025,0.102355,-0.476733,-0.127535,0.862148,0.531941,0.504355,3
0.929355,1.07311,0.928458,1.229266,1.488261,1.520973,0.002489,0.706641,1.021087,0.630452,0
0.009218,0.006892,0.037933,-0.041336,0.088021,-0.133368,0.022226,-0.024533,-0.002317,0.040517,1
0.861997,0.909201,1.217728,0.943686,0.768589,1.030407,1.232726,1.043564,1.181566,1.067578,2
0.005514,-0.121798,-0.045507,0.117049,0.008491,0.001645,0.111188,0.117397,-0.003097,0.117325,2
0.939697,1.235852,0.993345,0.981117,0.88702,1.173966,1.203742,1.165417,0.733827,1.191003,3
0.027463,0.076852,-0.178004,0.142605,-0.188247,0.135028,-0.119376,-0.014718,0.019028,-0.040909,1
0.987682,0.987608,1.047372,0.974205,1.053231,1.007698,0.991183,1.040905,1.039239,1.013366,1
-0.021372,-0.030435,-0.026861,-0.0211,-0.036386,0.032967,0.012636,-0.018607,0.002926,0.015459,2
1.009205,0.776609,0.832236,1.244227,1.190051,1.280238,0.824873,1.032219,1.233457,1.130012,1
0.136833,-0.126425,0.055691,-0.090544,0.00345,0.156016,0.132158,-0.053038,-0.176007,0.09238,3
0.911797,1.000662,1.088665,0.995253,1.072148,1.101788,1.007887,0.862841,0.996349,1.096929,2
0.012798,-0.00485,0.019258,0.0195,0.016703,-0.032055,-0.014828,-0.018331,0.000927,-0.025033,0
1.005208,0.759624,0.595004,1.241142,0.870232,0.540313,0.881648,1.039571,1.01212,0.789855,0
-0.0108,-0.054954,0.211014,-0.135815,-0.187823,0.226634,0.098115,-0.072264,0.242664,0.092204,1
0.933985,0.94323,1.098189,1.105154,1.056725,1.044365,0.897139,1.051834,1.076283,1.008573,1
0.077949,-0.105989,-0.006613,0.061085,-0.063065,-0.008795,0.090744,0.054521,0.098618,0.108385,3
0.96784,1.107296,1.182802,0.999281,1.343652,1.101226,0.62015,0.797638,1.345914,1.109151,3
-0.221418,-0.200453,-0.224193,0.019932,0.147828,-0.181676,-0.128377,-0.226857,0.168214,0.078978,2
1.109783,1.019013,0.996925,1.051459,1.100204,1.145704,0.83883,0.869379,1.00869,1.123651,2
-0.320321,0.237063,-0.078084,-0.322995,0.288563,-0.095785,0.171874,0.33276,-0.062466,0.255855,3
0.983647,1.306245,0.80116,1.05908,0.566529,1.274327,0.748677,1.368086,0.815333,0.827133,1
-0.15831,-0.082586,-0.204165,0.155189,0.004114,0.158646,0.033612,0.049887,0.17147,-0.121317,1
0.864475,0.962576,1.180448,0.854215,0.973401,0.915082,1.042195,0.854769,1.15345,1.145486,1
-0.369495,-0.490568,0.204983,0.074282,0.341775,-0.395822,0.286203,-0.168607,-0.639817,0.238267,3
0.941595,1.158553,1.195984,1.019461,1.037901,1.124319,1.06705,1.172096,0.916081,0.919186,0
0.00713,0.020662,0.003219,0.015139,-0.011369,0.020729,-0.00494,0.029238,0.011588,-0.017431,2
0.914969,1.521994,0.588548,1.201504,0.893405,1.049412,1.483057,0.759541,1.403372,0.547591,1
-0.071564,-0.308321,-0.286797,-0.303805,0.093249,0.059591,-0.066654,-0.304256,-0.206497,-0.119789,3
0.971677,0.918943,1.002626,0.95568,1.02095,1.078175,0.969342,1.004604,1.077251,0.937373,1
-0.021702,-0.034027,0.022467,-0.009472,-0.0516,-0.036676,-0.002246,0.005035,0.042583,-0.011595,2
0.96586,0.9716,1.038643,0.985415,0.985691,1.025638,1.010144,1.02953,1.034809,1.039985,1
-0.493103,-0.168098,0.264649,-0.032182,-0.215445,-0.465489,-0.306985,-0.535829,0.05676,-0.349502,3
1.581311,0.890263,0.859565,0.955937,0.479764,1.140753,0.39531,1.858879,1.315236,0.631822,1
-0.043246,0.000435,0.05944,0.060446,-0.060919,-0.055439,-0.054183,-0.024748,-0.010054,-0.067087,1
1.005501,0.99828,0.996662,1.005796,0.999893,0.990557,1.001492,1.005596,1.001294,1.00094,0
0.039626,-0.060993,0.048249,-0.000433,0.010124,0.058468,0.067918,-0.027627,0.006843,-0.035737,2
0.731025,0.927714,1.241394,0.813683,0.822421,1.275678,0.81585,1.178003,0.931824,1.084441,3
0.044231,0.084348,0.019618,-0.057833,0.052538,0.024225,0.028839,0.038711,0.009302,-0.007867,3
1.032934,0.681831,0.794759,0.575936,0.968743,1.325601,0.609687,1.316393,0.960908,1.292912,1
-0.055057,-0.501522,-0.497517,0.019054,-0.585986,1.401192,0.543066,0.03866,-0.180972,-0.23984,1
0.89287,0.922089,1.137685,0.92737,0.879982,0.973114,0.919792,0.885922,0.986699,0.912489,3
-0.278707,-0.320133,-0.375326,0.236171,0.150721,-0.331408,-0.121012,0.128768,-0.147211,-0.209379,0
1.041929,1.062287,0.920261,0.943162,1.080725,0.895876,1.054514,1.07854,0.943092,0.968939,3
0.006425,0.054932,-0.034719,-0.030348,0.012353,-0.017125,0.06024,-0.034775,-0.046115,-0.00837,2
0.988458,0.997514,0.997516,1.002525,1.010991,1.016119,1.007818,1.006419,1.005632,1.007242,3
-0.170093,0.023889,-0.08298,-0.166441,-0.061211,0.204995,-0.028473,0.197633,-0.213274,0.267625,2
0.702499,0.89042,0.948794,0.687609,1.05815,1.158371,0.761579,-0.106394,0.745905,1.292868,3
0.060439,0.103233,0.024621,-0.348252,-0.287806,0.171888,0.013899,0.268121,0.360934,-0.022264,1
1.00049,1.00073,0.998094,1.001428,0.998043,1.00069,0.999792,0.999828,0.998761,0.998819,3
0.019052,0.160372,-0.00764,0.13365,0.020171,-0.119291,-0.03462,-0.178366,-0.031909,0.000524,3
1.014427,1.014378,1.019083,0.965716,0.985898,0.983005,1.029189,1.002929,1.008017,1.041035,3
0.023853,-0.029076,0.036952,0.013694,0.020096,-0.025238,0.000606,0.001188,-0.002997,0.042179,3
0.891848,0.991025,0.906201,0.965484,1.005141,1.068004,1.090497,1.008096,1.055069,0.964059,3
-0.023686,-0.001531,-0.021572,-0.00576,0.021279,0.010407,-0.019937,0.013192,-0.001344,-0.00376,3
1.214376,1.57498,1.506306,0.881808,0.584942,0.857621,0.753877,1.502181,1.074772,1.450412,3
-0.319639,0.243558,0.431547,0.187827,0.236579,0.33434,0.39287,0.394886,-0.081726,-0.29875,3
0.716303,1.143091,1.053087,1.328698,1.324051,1.098647,1.293362,1.059816,0.76766,1.184709,3
-0.024141,0.028625,0.034981,0.007536,0.058378,-0.058105,-0.071194,-0.013672,-0.010006,-0.002404,2
1.017279,1.07626,0.959428,0.896906,1.091675,1.12958,0.978096,1.104064,1.078508,0.885513,1
-0.032647,-0.048244,0.035778,0.047989,-0.067992,-0.033986,0.053971,0.063785,-0.062628,-0.0044,1
1.19613,1.075511,1.058306,1.100068,0.971505,1.1239,0.736148,0.966754,0.976069,0.852312,1
0.090577,-0.138879,0.177671,-0.118058,0.172941,-0.135634,-0.016085,-0.197133,-0.148534,-0.168722,0
1.166141,1.019382,1.16094,1.046277,1.024045,1.280513,1.141192,0.794156,1.155468,0.986808,2
-0.200335,-0.205157,0.221972,-0.205876,0.302473,0.194921,0.188128,-0.098241,-0.008591,0.082195,1
1.007564,1.020271,1.003594,0.949699,1.013365,0.991292,1.049206,0.996861,1.021793,0.973486,0
-0.014366,0.343424,-0.085162,0.129419,-0.278305,0.321028,0.146451,-0.05874,-0.089717,0.177967,1
1.056712,0.983304,0.969981,0.962548,1.042992,1.075758,0.953162,1.013059,1.068091,0.94417,1
-0.200927,0.40693,0.043478,0.168422,-0.351535,-0.175453,0.092451,0.315736,-0.002853,0.051805,3
1.005922,0.931355,1.098103,0.888505,0.988248,0.999986,1.113823,0.893381,0.986956,1.081049,2
-0.194469,-0.1509,0.140767,-0.178874,0.122619,-0.009585,-0.042019,0.164917,0.077809,0.050954,1
0.894211,1.01257,1.020793,0.974096,0.887116,1.067713,0.974657,0.916812,0.929277,1.109625,0
0.023312,0.015841,0.010783,0.035636,0.000142,0.00182,0.009654,0.031676,0.035804,0.026227,3
0.996444,1.001112,0.963002,1.104828,1.067585,1.097392,1.066532,1.119798,0.929286,1.040653,1
-0.135035,-0.24486,0.221347,0.00864,0.170891,0.1534,-0.111632,-0.128864,-0.106132,-0.129881,0
1.000672,0.987966,0.996052,1.009189,0.993983,0.997086,1.008362,1.00701,1.011763,0.987718,1
-0.166201,0.007051,-0.164818,-0.079383,0.22442,-0.174016,-0.163464,0.093924,0.208945,0.003331,0
1.070457,0.921918,0.94041,1.125178,1.136934,1.074754,1.049432,1.092321,0.849255,0.884787,0
-0.012075,0.053006,-0.087512,-0.000849,0.081812,0.027035,0.012826,-0.066046,-0.00702,-0.008338,1
0.999507,1.007382,0.975073,1.015347,1.004949,1.000139,0.978641,0.996741,1.007018,1.024966,0
0.257344,-0.196779,0.1585,-0.257225,0.138883,-0.000273,-0.243142,-0.24536,-0.205197,-0.159859,0
1.000211,0.986274,0.98204,0.98264,1.012621,1.026426,1.014171,0.978088,0.975272,1.011815,3
0.523098,-0.625624,0.605247,-0.450485,-0.542211,0.066638,-0.030886,-0.351467,-0.287084,0.240712,1
0.93128,0.926769,0.99929,0.907558,1.085328,0.979221,0.968036,1.056163,1.033033,0.914221,1
