x1,x2,x3,x4,x5,label
2.650857418,9.919569601,8.810473197,8.733415041,7.776701128,1
-4.416118709,8.241232552,-0.946778856,7.65953817,6.692899063,0
-9.13298524,7.956656779,4.75995411,3.494398834,6.784211584,1
-5.17772957,-9.798721699,-1.78342712,-1.213912724,-1.579846075,0
-8.37057866,3.959456033,2.27689271,-4.186833251,3.9458867,0
2.389665532,-6.50682461,8.968523775,1.460913543,5.819833326,0
3.495451528,-1.118805823,2.569149704,4.534630437,-7.393380473,1
-8.232556726,2.704370679,2.528451592,5.935420382,3.426287985,0
7.656188913,-8.931575631,-0.096661056,6.308380017,-0.639407962,1
2.055965385,-4.878669299,3.715806108,-5.897741623,5.829866589,1
-0.729871002,0.912306672,2.377796211,-7.015994652,7.355091308,1
8.395760526,-4.63784529,-2.207304161,-9.109696506,-4.251618593,0
9.206656647,-0.976611021,-0.505229624,4.434674384,-1.122651898,0
9.667166646,2.573313814,6.866947611,-5.519080876,6.666522137,1
1.896080142,-2.541159117,-8.653280757,-5.190178616,-8.343290431,1
4.118531732,-0.607257474,5.108196493,4.246489989,0.557484763,1
-9.38441699,6.68812309,8.417905336,9.584611772,-6.252915468,1
2.373365227,1.353043247,2.505386183,-9.975304578,6.616322647,0
0.676011324,-2.310771568,-5.454854832,-3.372852191,3.174428612,1
-4.952918249,1.673934384,-0.741889903,-7.216898063,6.904634528,1
-0.556823367,-4.272896866,1.135241244,-1.023771817,-2.569409481,0
-5.931483504,5.013847822,5.407437036,4.305091516,1.916474193,1
-3.800293685,-6.586976843,8.039416702,-2.932787849,4.774109433,1
9.610207253,6.660459745,-7.650605996,3.148426004,-0.411510557,0
-3.613713665,-2.125490894,0.584651909,1.884888353,7.241158399,0
7.771433982,-0.817410349,-3.193950858,-10.20509531,5.387378826,0
-2.488491006,-4.982089676,4.255313097,-1.114500061,9.415882187,0
-7.536219932,-7.262250701,8.961701082,-3.536193296,5.30028665,0
-9.449506406,1.308930626,8.747898657,-0.807988462,-8.352521517,0
5.19960722,-8.75459192,-7.494077436,-1.591556147,0.873603324,1
-9.190734886,-9.429178698,-6.061822504,1.524129931,-3.722661271,0
2.118297825,-2.732439236,1.303181343,-7.926940061,-3.594842619,1
3.345328343,-2.89216243,4.574436959,1.667668918,6.932628986,1
1.710096692,-5.088649299,5.861475417,-0.943103651,-4.155676881,0
-6.397793755,6.425236607,-1.377815632,0.214787944,-9.788516438,1
4.47022554,-6.515207587,0.791584264,-9.447392889,-9.677543897,0
0.610585478,9.255222569,-0.352152491,5.224624436,0.365308565,1
-9.932981389,-9.705926326,-2.719395254,6.45789396,4.831826776,0
6.266613386,6.556552453,-2.315700096,0.760375224,-4.904352283,0
-1.763765564,-3.827600717,-1.842169469,2.714186262,0.740638144,0
-8.766531056,-1.097397634,-0.597199477,-3.444760862,0.941664847,1
7.991617371,1.462956538,6.765362473,0.005354382,9.451408767,1
-2.421405918,-6.049087742,-7.250553367,-3.807471045,8.508136615,1
0.162366388,0.290857157,-0.927205525,6.957576898,-1.615628307,0
5.586969754,-5.920409149,-8.198224278,4.843812114,4.910964895,1
7.62765809,-7.915823364,-6.131033846,-0.654958715,-2.512507411,1
-6.362301276,-5.847120797,4.317828153,-7.763765102,-4.024847128,0
-4.655998099,-2.510600738,-1.058470545,7.530472091,0.084493336,0
-4.564412069,-8.110142037,-7.295969518,8.253279284,8.513803862,1
5.697739357,-7.127474177,0.370156992,9.668972826,2.2433043,1
-8.973909199,3.347604901,-7.262653085,4.047972193,-0.311349647,0
-7.679156179,-3.323822689,-7.355272961,-5.330032316,5.345176977,1
2.080773281,3.70002313,3.221367886,-2.891085064,-0.876603693,0
3.80813807,5.815585517,9.093223958,7.172498786,7.498234905,1
-4.257128067,4.696306168,5.39906104,-0.990045561,-3.36522807,1
-2.074332777,6.027574275,-8.537353861,6.03774318,9.707643139,0
3.005433286,5.624346175,-7.49476445,-5.839195797,-9.44327215,1
1.850953047,-0.168622042,-7.103535875,-9.925524405,8.882283979,1
6.537719746,0.572926026,-0.554672771,4.337986484,2.752858134,1
-8.858236579,-2.870166935,7.005191958,8.597749106,2.965532895,1
-9.389272466,3.847401059,6.770840129,-1.711823675,-3.99864359,0
-2.564870783,-7.680422887,4.627579677,-1.298987016,2.764349017,1
5.248010473,-0.289370659,1.407808091,5.132178488,-4.552574912,0
-1.363849925,-1.308169245,0.120539635,4.405449682,9.299452209,0
1.417419154,-9.489772096,0.899251432,9.043336266,3.267371057,0
-3.879187836,-8.026971273,-2.064209205,6.869111189,1.530187483,1
5.473496633,9.31736253,0.920723092,-9.147189082,8.273730927,0
-6.905779349,2.590133594,0.18201132,-5.735453045,-2.392750281,0
1.665335658,-1.448172063,4.745205521,2.5137215,-5.46037346,1
7.185600964,1.601306834,5.962058049,-8.314902109,5.671566347,1
4.612618744,2.66470733,-6.396397464,-2.897973992,4.222512203,0
5.974790445,0.096596736,0.420617627,5.090827036,5.942261382,1
7.849284736,-6.991871239,3.171737465,-7.533321614,-1.838346678,1
9.279245956,-1.699653579,1.667610087,-6.935972505,9.323841148,0
-5.018416594,1.99045218,-5.126230916,-8.810077413,-3.126994664,0
6.398044472,-6.496816474,-0.445839308,-7.81863548,-6.468434788,1
-6.566058911,5.120401018,-9.72372164,-8.793266311,-4.546890343,1
2.389200867,-8.490777908,-1.779630624,6.280323731,-4.992967667,0
-2.622652788,8.350160777,6.441792932,4.992006051,-5.419152746,0
-0.623913927,6.58588147,2.091006999,0.698960188,-3.140280294,0
-2.493211484,8.983541083,7.108889467,-0.177110849,9.783310757,0
-8.788580517,-5.073466054,-4.383672406,8.030185074,0.858737018,0
3.156712448,-8.067938866,0.352323113,-6.499883088,-6.822222477,0
-1.360395856,9.40730669,-4.882355883,9.758974127,4.043857868,0
-3.307628622,-4.582131388,-5.946847133,-0.904609708,2.243648225,0
-8.671763407,-4.656267671,5.351842997,0.901369367,-7.658953524,1
-7.725346977,-2.251521134,0.809332415,-7.210563524,-7.61340083,1
7.606421688,3.472386436,-4.329513848,6.880576545,1.583156956,1
6.921441694,-6.667623904,5.265055973,5.341535949,6.749485683,1
9.991320861,5.08448142,3.794887941,-8.045993902,2.026045746,0
-9.475953734,-3.002548198,6.039679876,9.368423466,8.151909298,1
-3.464165997,2.94583227,-2.579860361,6.746710021,-0.13266116,1
-7.481511617,0.724151378,-5.663862545,-10.40609467,-1.764739983,0
-7.129884053,-2.663958399,9.362694025,-2.032347147,-1.398609203,1
-6.98515117,-5.086430429,-8.848153561,-7.226295462,-5.729438149,0
3.08246157,-1.049476611,3.950262878,-0.348917655,-8.13525825,1
10.0308068,8.063146798,-6.637372073,5.749199931,6.173547022,0
-8.135701153,8.347299225,7.142320996,2.058256307,2.629284967,1
-6.441534136,-8.746941157,3.555856629,1.989633979,8.218753968,0
0.895237812,6.652954764,-6.143205673,-8.57715667,-4.588067076,1
8.086918915,0.328540439,-8.14765369,-5.676488224,4.115768506,1
-8.002148161,8.753635493,4.793487764,0.702702107,1.405288979,1
-7.3835019,0.675237786,-3.462406763,0.1918041,-3.782929727,0
-8.34310858,-1.684999295,-6.309403824,-3.029238807,3.79972938,1
0.321920494,-2.318730223,-4.287381412,0.147398772,-5.821875114,1
7.925534915,-3.74938556,-1.484518038,8.227157954,1.060914486,0
-8.438659918,-5.452417524,-4.445653321,5.112315181,2.281359892,0
-4.191569915,4.792048146,9.100114281,-4.980378174,5.26547092,1
-4.608424822,1.900245285,0.658381559,1.687351296,10.04478992,1
-3.276303228,3.416650191,3.731774877,8.200213197,0.896233417,1
9.565359913,7.619423689,5.535435078,9.476525365,-8.800119111,0
-2.54477646,9.160838727,-5.914204891,1.415925542,4.703047188,0
-5.187613637,0.230168637,2.895538119,2.397390623,3.607807566,0
3.9462839,7.276459805,4.33640425,-4.429958486,-8.454027379,1
7.751164809,8.814002629,2.739869771,-9.514589856,1.809483643,0
0.330375361,-0.119205855,1.85162081,-6.636410346,8.285350137,1
-0.57549889,8.72705205,3.476499291,-5.859792885,-1.432799576,0
8.975207726,7.156630406,-6.324874061,-6.029928169,4.704360801,0
-3.445435576,-3.382085922,1.365784985,7.781819141,6.953527423,0
-5.419754875,1.18832009,-3.796004659,2.461332603,-9.099246895,0
-0.502464876,1.076359946,-5.982251119,-2.947401771,-5.341463535,1
8.006404942,3.500298774,-5.737738002,-0.210014021,0.529315056,1
6.183771711,-3.587973682,-6.4442739,5.729812098,9.661575008,0
-4.711719106,2.619351765,6.070715665,1.401519349,-1.123285781,1
6.456273275,-5.170660635,-7.243770372,9.609464193,-7.001763966,1
8.073409929,-2.477353444,-7.901132845,-0.337316461,5.105454894,0
4.822732594,-5.687663491,-6.227435657,3.252605757,5.8228562,0
4.57619416,0.951278954,1.674901083,-2.924731754,-8.343413613,0
1.136493557,-0.053721255,9.679514879,-4.876551758,1.783974691,1
9.134448753,-3.580667091,7.548776815,-0.950230629,-6.850323713,0
-5.444075689,4.292563413,-8.964554015,4.378816551,-5.831055566,0
-3.288156686,2.533957865,6.985276404,-4.229320669,-7.111303113,1
-2.15523303,8.621968729,-0.378591876,-4.540028133,8.58895531,0
-6.961387978,-9.606358078,0.294939896,0.176938031,-3.165815804,0
-4.941952982,4.851068988,7.224633474,-5.793722369,-9.429437064,1
8.837427914,-6.766964497,-2.221216832,2.211347025,8.164986236,1
-2.440497777,-1.919403911,-9.265489965,-2.215492668,4.67132595,0
2.641598944,2.273952102,7.251397284,-7.333234083,-2.688167384,0
2.993561495,-3.361974739,4.10188613,-5.675146627,-8.525492187,1
1.965384416,-4.88898,7.439586325,4.53483953,-9.242589327,1
8.494974189,7.246325466,-6.850005116,-8.069008799,7.121373661,0
2.177532107,-9.046534093,-0.879238906,-9.828554838,-5.15959325,0
8.432452165,1.257933391,6.08398412,0.689217694,3.976273759,1
-7.563077666,5.013911565,-1.905586634,9.951042347,-7.221456957,0
-1.906361078,-8.043133964,-0.987158616,3.44233354,0.560078008,1
-1.08413282,4.638321337,-0.3592285,-1.75210117,-0.185033008,1
-4.229608135,-8.149865903,2.496473272,0.733336908,4.885814662,1
6.694609812,-9.118127737,9.283494294,1.728592323,-1.056961657,1
-4.382543355,0.044414263,-9.214612461,3.188921009,3.49896243,1
-5.359225465,-7.742341869,0.776973881,-7.90798321,2.404019789,0
1.996745825,-7.906442683,3.781584669,2.902421436,-6.535339696,0
6.641532928,4.668069986,-9.797053767,2.027989357,-3.451558332,1
-0.976093432,-9.4695038,4.334852178,-1.962899148,-3.687654371,1
0.267661503,5.871710679,-6.029685418,3.09293711,-4.849418703,1
-6.493752354,9.270040798,-10.01972539,8.052862411,1.354453307,1
6.610352693,-1.033277496,9.67803864,-3.940006689,4.74971678,0
8.179749222,4.698189594,9.161438233,4.720399374,4.533517427,1
-2.219496734,-1.947362437,-3.937483313,-6.29894371,2.559394135,0
-4.403902344,0.41654197,6.708140451,-1.342983719,-6.134590851,1
1.490260383,3.715919091,6.740103681,-3.808273427,6.336467482,0
-7.634087833,6.095790779,-0.406111366,4.313766544,-5.349065773,1
0.195816763,-3.555710057,6.193095602,2.773947001,-5.246730502,1
10.00663664,-5.764039164,-0.467957109,-2.711952243,5.731576887,1
0.510784629,1.115095225,4.773874643,-8.18630461,1.00656611,0
-9.069222136,-9.300904623,7.854731957,-5.412418958,7.89464762,0
1.824620809,-3.540467825,0.798519468,0.551498641,2.778038121,1
3.547159831,-5.688908469,-0.490861902,-4.926563825,-2.772352568,0
-0.717684718,-9.546096328,6.967419916,5.302626396,5.84987996,1
-4.43605298,8.371046726,-4.583781267,-7.301944858,-2.011816548,0
6.960972844,2.365652691,-2.674209944,-8.345800976,-2.006542721,1
-3.024337925,3.086234914,-2.832207206,9.747055957,7.619967328,1
5.747937613,-1.64725463,-7.026714254,7.970619798,0.923633417,0
0.130460713,-9.897881009,-0.769882171,-4.242626447,-2.698678595,0
-2.274738336,5.524898561,-8.393835939,9.488765363,1.341116828,0
5.381264574,2.330590102,2.931084538,0.531949334,3.01844881,1
8.617501145,8.843053763,-6.542407351,-6.74821551,3.17472713,0
-0.828147617,2.589940895,9.592878342,0.87255086,8.833632018,1
8.446477902,0.105816939,-4.995000318,1.667646015,-1.139198464,1
-1.331779468,-5.59452552,4.2574395,4.237807513,-5.028632111,1
-0.650841695,4.945631586,-9.803510431,-8.824887687,-0.169705313,1
0.229445974,6.804963922,8.198452435,-10.08583084,4.973990877,1
7.239680917,-6.036862265,9.292648575,-1.64960827,-4.717739314,1
3.437149028,-8.545367629,-2.481233005,-1.170752589,9.129292141,0
6.282355174,-5.118023822,-6.205242459,-0.77617457,5.743686384,1
6.759869134,2.89197799,4.746826153,3.097738374,-8.521282228,1
-1.37734009,9.57140849,-7.479045415,-7.506788253,-1.072627851,0
-3.818941739,9.204544204,1.744672088,-3.809479909,-2.749151793,0
2.841222908,-1.456761807,3.150078866,5.995560523,4.494541627,1
-8.423391078,3.89091536,-1.46016581,1.528409364,8.585886653,0
-6.725881947,-3.327778935,-9.558576985,-1.490807614,-6.095435702,1
-1.439552334,-1.971089821,-0.687890564,-0.408312223,-0.159917519,0
2.546710992,3.964990954,3.772129593,0.21904774,1.987715145,0
-2.044740101,9.603789558,6.807514315,-7.713361799,8.162944592,0
7.563831009,3.875818752,7.271825459,5.605933976,6.300963565,1
-0.80833253,-4.529574451,7.512411902,-6.691802532,-9.04723433,0
9.622862019,-3.091441596,-7.89897011,-4.092151947,-3.523712102,0
9.006452597,-4.899934162,-9.441026215,-5.745534421,8.699598019,0
-9.618541118,-1.546111877,0.851706187,3.085765839,-8.171709513,1
9.200947511,4.838579316,0.372485282,-2.670523458,-3.400538878,1
9.686124284,6.731630543,-5.43586988,-6.146241912,8.9123137,0
3.354804616,-1.32287327,-7.620373185,6.836490042,-0.850717045,1
2.111054554,-9.61411593,-1.146147795,7.238479347,-3.279532432,0
0.255547582,-3.091539066,7.116349233,-2.119032755,3.680304078,1
-8.807527324,-3.013675198,-4.728840945,-1.161314156,-4.674906771,1
-8.210436936,-0.031491537,-7.966951834,8.72295012,-5.073414966,1
-4.95719533,-2.359544892,-8.368527022,-4.661987016,-3.674508713,0
-1.458405009,6.167653886,-5.374106087,-4.368653609,-2.336077525,0
-9.061042839,-5.184108608,2.110942145,8.620838164,5.820608055,0
4.550286037,-3.091793999,0.471325384,0.676559472,6.927463546,1
-1.087792434,4.160625023,-2.148941503,5.491972951,-4.921219249,1
-0.406377797,-3.793134885,-9.990767036,-3.237127152,6.542091059,0
-7.805859688,-0.809694996,7.761615666,-6.18527342,-7.335629202,1
0.028234457,3.524925314,-0.764648599,0.576230599,5.510571272,0
-7.225451853,-6.481821819,1.133489298,-2.517125132,3.499362051,0
2.421511256,2.694794857,-8.432503469,4.607586035,7.447724983,0
-2.86039114,1.772557479,-1.255432546,2.579796906,-2.642886114,1
-2.717001192,3.084572346,6.212302363,0.783306495,8.420336622,1
-5.890245565,6.986716727,-6.744880529,0.564270975,9.90474853,1
1.303809541,2.799054927,9.237380122,-6.01246013,0.280241189,0
8.789288268,7.706353687,4.04445376,5.183603718,6.800888987,0
-7.453475544,4.986457538,3.613731393,-5.654241127,2.681965205,0
-4.693974633,9.464885011,-2.251669697,-9.895190191,-3.003814654,0
8.893019471,2.133372743,9.491555866,-9.818189613,6.065107336,1
7.722421895,-3.567749931,9.772613497,3.441932953,-9.458344635,0
-4.888578168,1.747063416,-1.407200779,-4.641233685,-3.269714931,1
1.254889153,5.250665436,1.097565514,7.395288162,-0.833347895,1
3.643407781,-2.388164423,-9.461807727,-1.887943094,-9.728030393,1
-5.233961514,1.313361802,8.373093744,5.577357219,-1.232284756,0
-6.93837946,10.00828053,9.044973333,-1.49900715,-7.981110923,1
9.404372376,7.025055707,6.021393481,-1.862678517,3.884923351,0
8.990573503,-1.662041528,0.002614105,9.41872084,-4.827987111,0
-1.92945701,5.621316706,-9.168173884,2.64619686,-8.803163495,0
-7.883823025,6.834328024,-8.842361229,3.589539422,9.399595345,1
-4.168068149,3.893971981,-0.84519775,9.445748292,-6.156064021,1
-9.110646894,-6.852079692,-4.196013032,-9.526112649,-4.7513997,0
7.606825258,6.605974402,-4.909840512,2.241447734,-9.966383857,0
-8.447156313,7.537603614,-4.311912248,-9.369351776,-7.930149073,1
